x_position,final_density,final_value,density_gradient
0.0,0.29868884292947895,0.0673498039379064,0.016941961235766412
0.012658227848101266,0.31563080416524536,0.04720653812837139,0.01771144637236341
0.02531645569620253,0.33411173567420577,0.02441315538204103,0.019272750696514046
0.0379746835443038,0.35417630555827345,-0.0011187340959884495,0.0208723026822982
0.05063291139240506,0.37585634103880217,-0.02945263812621529,0.0224963087867881
0.06329113924050633,0.39916892313184965,-0.06062340823047624,0.02412910628593462
0.0759493670886076,0.4241145536106714,-0.09463360876517135,0.02575325641909762
0.08860759493670886,0.4506754359700449,-0.1314501127534578,0.0273496775697864
0.10126582278481013,0.4788139087502442,-0.17100100094206605,0.028897813718700982
0.11392405063291139,0.5084710634074469,-0.21317282826494122,0.030375830560938455
0.12658227848101267,0.5395655698721211,-0.25780830380501774,0.03176082892876758
0.13924050632911392,0.571992721264982,-0.3047044070020639,0.03302906287018598
0.1518987341772152,0.6056236956124931,-0.3536109356008863,0.0341561483828538
0.16455696202531644,0.6403050180306896,-0.40422945209041916,0.035117248977916016
0.17721518987341772,0.6758581935683251,-0.45621256883237915,0.03588722659827476
0.18987341772151897,0.7120794712272391,-0.509163492736791,0.03644075158055832
0.20253164556962025,0.7487396967294417,-0.5626357444508149,0.0367523738424686
0.21518987341772153,0.7855842189121763,-0.6161329816579055,0.03679656952674454
0.22784810126582278,0.8223328357829308,-0.6691088983939533,0.0365477926967977
0.24050632911392406,0.8586798043057717,-0.7209672483751763,0.03598057944559224
0.25316455696202533,0.8942939946741153,-0.7710621537104518,0.035069770201483164
0.26582278481012656,0.9288193447087381,-0.8186990101496552,0.03379093242318082
0.27848101265822783,0.9618758595204769,-0.8631364790334644,0.03212107673104647
0.2911392405063291,0.993061498170831,-0.9035902493111931,0.030039760658980008
0.3037974683544304,1.021955380838437,-0.9392394365573256,0.027530661318025285
0.31645569620253167,1.0481228208068816,-0.9692366275478961,0.024583667591785763
0.3291139240506329,1.0711227160220085,-0.992722639839624,0.021197491750535202
0.34177215189873417,1.090517804307952,-1.0088470044940057,0.01738272973142474
0.35443037974683544,1.105888175484858,-1.016794958413916,0.013165212266677995
0.3670886075949367,1.116848228841308,-1.0158213231988904,0.008589392931176887
0.37974683544303794,1.1230669613472117,-1.0052910413098253,0.003721425348780283
0.3924050632911392,1.1242910795388685,-0.984725355445218,-0.0013484951751827623
0.4050632911392405,1.1203699709968462,-0.9538517030288454,-0.006504994107789264
0.4177215189873418,1.11128109132329,-0.9126544377008021,-0.011608047533462673
0.43037974683544306,1.0971538759299209,-0.8614225965333833,-0.016495576076966834
0.4430379746835443,1.0782899391693563,-0.8007902381562995,-0.020988365500335115
0.45569620253164556,1.0551771449292506,-0.7317645201696166,-0.02489737788556934
0.46835443037974683,1.0284951833982177,-0.655736785421698,-0.028033267449281918
0.4810126582278481,0.9991106100306868,-0.5744725693854149,-0.03021763798321364
0.49367088607594933,0.9680599074317904,-0.4900776502729385,-0.03129530743492154
0.5063291139240507,0.9365199951608437,-0.4049389921029165,-0.031146617040961055
0.5189873417721519,0.9057666733498683,-0.3216415527474865,-0.029698675288881815
0.5316455696202531,0.8771226445830801,-0.24286424610253587,-0.026934392106088167
0.5443037974683544,0.8518978891376919,-0.17126060884958938,-0.022898255160346048
0.5569620253164557,0.831326134262388,-0.10933165344473816,-0.017698030353650307
0.569620253164557,0.8165018284303913,-0.05929972950502904,-0.011501915822861586
0.5822784810126582,0.8083223026166648,-0.022992758000580205,-0.004531108063985989
0.5949367088607594,0.8074396123024193,-0.0017478259791781081,0.0029517991942327737
0.6075949367088608,0.8142259010051304,0.003658176250034728,0.010657725198558343
0.620253164556962,0.828755062699536,-0.00695467959560081,0.018288106870125054
0.6329113924050633,0.8508021147453805,-0.03316801558949889,0.025552555584210324
0.6455696202531646,0.8798601738679567,-0.07399900996028053,0.03218565524453576
0.6582278481012658,0.915173425234452,-0.1279662464427027,0.037961491186150775
0.6708860759493671,0.9557831562402582,-0.19318169419808773,0.042704754638464626
0.6835443037974683,1.0005829345113813,-0.2674609776708694,0.04629764288831956
0.6962025316455696,1.0483784420168973,-0.3484429605212933,0.04868222092746566
0.7088607594936709,1.0979473763663126,-0.4337094661321048,0.04985836879637451
0.7215189873417721,1.1480951796096464,-0.5208966556670973,0.04987785382757748
0.7341772151898734,1.1977030840214675,-0.6077910429785043,0.04883539163905093
0.7468354430379747,1.2457659628877482,-0.6924051227259849,0.04685776255441587
0.7594936708860759,1.2914186091302993,-0.773029857690456,0.04409211835297555
0.7721518987341772,1.3339501995936993,-0.848263541233329,0.040694553899402686
0.7848101265822784,1.3728077169291046,-0.9170185790559895,0.03681985129674936
0.7974683544303798,1.407589902187198,-0.978509336753846,0.03261306384877982
0.810126582278481,1.4380338446266643,-1.0322252664297753,0.028203331465206816
0.8227848101265822,1.4639965651176117,-1.077894025358667,0.02370004541416104
0.8354430379746836,1.4854339354549864,-1.1154392715455426,0.019191239794521087
0.8481012658227848,1.5023790447066538,-1.1449373586172693,0.014743901740129406
0.8607594936708861,1.5149217389352452,-1.1665763828939608,0.010405773417152209
0.8734177215189873,1.5231905915409583,-1.1806200972785934,0.006208167232564676
0.8860759493670886,1.5273380734003745,-1.1873782304345482,0.002169323726024963
0.8987341772151899,1.5275292389930082,-1.1871838437288396,-0.0017021040339946225
0.9113924050632911,1.5239338653323853,-1.1803775996431658,-0.005403771284654191
0.9240506329113924,1.5167216964236998,-1.1672982471392204,-0.008936801064575395
0.9367088607594937,1.5060602632032345,-1.1482782639045548,-0.012303517764704175
0.9493670886075949,1.4921146608942915,-1.12364341933787,-0.015505803028032616
0.9620253164556962,1.4750486571471693,-1.0937150049717386,-0.018544052811494516
0.9746835443037974,1.4550265552713024,-1.0588135808856585,-0.02141666541622944
0.9873417721518987,1.4322153263147104,-1.0192632655305252,-0.024119961436489312
1.0,1.4067866323983238,-0.9753958136650722,-0.02542869391638658
-1.0,0.998159221720799,-0.6087406211802316,0.025027166132608157
