x_position,final_density,final_value,density_gradient
0.0,0.24030089915830344,1.6528723347346683,0.05348261011219818
0.034482758620689655,0.2937835092705016,1.6401049394867102,0.05731156694406808
0.06896551724137931,0.3549240330464396,1.6132597394850672,0.064968446865109
0.10344827586206896,0.4237204030007196,1.569465190668199,0.07247427700969339
0.13793103448275862,0.4998725870658264,1.5065555878143666,0.07951007389066325
0.1724137931034483,0.5827405507820461,1.423253322294757,0.08572181196685841
0.20689655172413793,0.6713162109995432,1.3193123676354563,0.090736737849277
0.24137931034482757,0.7642140264806001,1.1956114675564278,0.0941839000927831
0.27586206896551724,0.8596840111851094,1.0541878359144221,0.0957177730717041
0.3103448275862069,0.9556495726240083,0.8982054434110363,0.09504336666021962
0.3448275862068966,1.0497707445055486,0.7318559958481562,0.09194083437594275
0.3793103448275862,1.1395312413758938,0.5601952342515111,0.08628738382210199
0.41379310344827586,1.2223455121497526,0.38892185379710276,0.07807430257716519
0.4482758620689655,1.2956798465302242,0.22411073735533038,0.06741716443391499
0.48275862068965514,1.3571798410175826,0.07191591052112836,0.05455776947967694
0.5172413793103449,1.404795385489578,-0.06173873372460609,0.039857059150579244
0.5517241379310345,1.436893959318741,-0.17146161582488617,0.02377906668339058
0.5862068965517241,1.4523535188563592,-0.2526694850906176,0.006866824719588105
0.6206896551724138,1.4506276087579173,-0.3018199949685909,-0.010288045237686227
0.6551724137931034,1.4317774283809868,-0.3165867501433273,-0.027079689760635683
0.6896551724137931,1.396468229236646,-0.2959670158762138,-0.04292354457994474
0.7241379310344828,1.3459303392210973,-0.24031723706927427,-0.05729011561306285
0.7586206896551724,1.2818879980105202,-0.15131667358802475,-0.06973429787864427
0.7931034482758621,1.2064617434638087,-0.03186433686536572,-0.07991797326340944
0.8275862068965517,1.1220520514837014,0.1140814198600365,-0.08762431352129574
0.8620689655172413,1.0312131164212173,0.28170817884569854,-0.09276303760797083
0.896551724137931,0.9365259762677597,0.46558523371648086,-0.09536673325351974
0.9310344827586207,0.8404796499141778,0.6599148887865668,-0.09557915223770586
0.9655172413793103,0.745367671792348,0.8587848915395644,-0.09363704118489613
1.0,0.6532055675443855,1.056409175353835,-0.09216210424796245
-1.0,0.9815584411117115,0.5820856635241873,0.0694099006030556
